c_CI_Cat,c_Closure_Code,q_No_of_Reassignments,q_No_of_Related_Incidents,q_No_of_Related_Interactions,t_Close_Time,t_Open_Time,t_ReopenFlag,t_TicketWIPDurationDays,y_Priority
11,6,0,0.0,1.0,2013-11-11 16:10:00,2013-11-11 15:53:00,0,0.011805555555555557,4
1,8,0,0.0,1.0,2013-11-13 09:30:00,2013-11-11 15:55:00,0,1.7326388888888888,4
11,2,0,0.0,1.0,2013-11-12 08:24:00,2013-11-11 16:02:00,0,0.6819444444444445,4
4,0,2,0.0,1.0,2014-01-22 13:57:00,2013-11-11 16:10:00,0,71.90763888888887,3
1,2,0,0.0,1.0,2013-11-12 11:38:00,2013-11-11 16:23:00,0,0.8020833333333334,3
11,4,0,0.0,2.0,2013-11-15 17:13:00,2013-11-11 16:26:00,1,4.032638888888889,3
1,6,0,0.0,1.0,2013-11-12 13:04:00,2013-11-11 16:31:00,0,0.85625,2
1,8,0,0.0,1.0,2013-11-12 09:38:00,2013-11-11 16:38:00,0,0.7083333333333334,2
1,6,0,0.0,1.0,2013-11-11 15:18:00,2013-11-11 14:35:00,0,0.02986111111111112,2
11,4,0,0.0,1.0,2013-11-11 15:21:00,2013-11-11 14:51:00,0,0.02083333333333333,3
1,6,0,0.0,1.0,2013-11-12 16:02:00,2013-11-11 15:02:00,0,1.0416666666666667,4
1,4,0,0.0,1.0,2013-11-11 16:06:00,2013-11-11 15:36:00,0,0.02083333333333333,3
1,2,0,0.0,2.0,2013-11-12 10:47:00,2013-11-11 15:39:00,1,0.7972222222222223,3
1,4,0,0.0,1.0,2013-11-12 13:59:00,2013-11-11 15:39:00,0,0.9305555555555556,4
1,9,0,0.0,1.0,2013-11-13 14:03:00,2013-11-11 15:50:00,0,1.9256944444444444,4
11,4,0,0.0,1.0,2013-11-11 16:15:00,2013-11-11 15:56:00,0,0.013194444444444444,3
11,0,2,0.0,3.0,2013-11-26 17:18:00,2013-11-11 15:56:00,0,15.056944444444444,3
1,0,2,0.0,1.0,2013-11-13 12:20:00,2013-11-11 16:24:00,0,1.8305555555555555,2
1,8,1,0.0,1.0,2013-11-13 12:49:00,2013-11-11 16:27:00,0,1.8486111111111112,3
3,6,3,0.0,1.0,2013-11-15 12:06:00,2013-11-11 16:41:00,0,3.8090277777777777,4
1,4,0,0.0,1.0,2013-11-11 17:29:00,2013-11-11 16:55:00,0,0.02361111111111111,3
1,0,0,1.0,1.0,2013-11-12 06:43:00,2013-11-11 23:47:00,0,0.2888888888888889,2
1,4,0,0.0,1.0,2013-11-12 15:00:00,2013-11-12 08:45:00,0,0.2604166666666667,3
1,3,0,0.0,1.0,2013-11-13 16:41:00,2013-11-12 08:51:00,0,1.3263888888888888,3
3,6,0,0.0,1.0,2013-11-14 11:07:00,2013-11-12 08:51:00,0,2.094444444444445,2
1,0,0,0.0,1.0,2013-11-12 10:42:00,2013-11-12 08:52:00,0,0.0763888888888889,3
6,1,0,0.0,1.0,2013-11-13 15:44:00,2013-11-12 09:08:00,0,1.275,4
1,6,1,0.0,1.0,2013-11-13 14:57:00,2013-11-12 09:09:00,0,1.2416666666666667,2
1,6,0,0.0,1.0,2013-11-11 16:14:00,2013-11-11 16:06:00,0,0.005555555555555557,4
11,2,0,0.0,1.0,2013-11-12 08:30:00,2013-11-11 16:14:00,0,0.6777777777777778,4
10,4,0,0.0,1.0,2013-11-12 09:45:00,2013-11-11 16:36:00,0,0.7145833333333333,3
10,4,0,0.0,1.0,2013-11-18 15:23:00,2013-11-11 16:37:00,0,6.948611111111112,3
1,6,0,0.0,1.0,2013-11-12 08:28:00,2013-11-11 16:38:00,0,0.6597222222222222,3
1,4,3,0.0,1.0,2013-11-13 17:18:00,2013-11-11 17:51:00,0,1.9770833333333333,3
11,0,1,0.0,1.0,2013-11-14 12:46:00,2013-11-11 19:10:00,0,2.7333333333333334,3
1,6,8,0.0,1.0,2013-11-21 11:42:00,2013-11-12 08:25:00,0,9.136805555555558,4
1,6,0,0.0,1.0,2013-11-13 14:11:00,2013-11-12 08:31:00,0,1.2361111111111112,3
1,1,0,0.0,1.0,2013-11-12 11:41:00,2013-11-12 08:54:00,0,0.11597222222222225,2
1,4,4,0.0,1.0,2013-11-21 08:52:00,2013-11-12 08:55:00,0,8.997916666666667,3
3,1,1,0.0,1.0,2013-11-14 13:04:00,2013-11-12 09:10:00,0,2.1625,4
1,6,0,0.0,1.0,2013-11-12 14:50:00,2013-11-12 09:14:00,0,0.2333333333333333,4
1,8,0,0.0,1.0,2013-11-20 15:12:00,2013-11-12 09:15:00,0,8.247916666666667,4
3,8,1,0.0,1.0,2013-11-14 12:53:00,2013-11-12 09:16:00,0,2.1506944444444445,2
1,6,0,0.0,1.0,2013-11-12 09:36:00,2013-11-12 09:23:00,0,0.009027777777777777,3
1,6,0,0.0,1.0,2013-11-12 09:51:00,2013-11-12 09:26:00,0,0.017361111111111112,3
1,6,0,0.0,1.0,2013-11-12 09:53:00,2013-11-12 09:30:00,0,0.015972222222222218,3
1,6,0,0.0,1.0,2013-11-12 09:56:00,2013-11-12 09:33:00,0,0.015972222222222218,3
3,1,2,0.0,1.0,2013-11-14 13:46:00,2013-11-12 09:37:00,0,2.1729166666666666,4
3,6,0,0.0,1.0,2013-11-12 09:54:00,2013-11-12 09:45:00,0,0.00625,2
1,6,0,0.0,1.0,2013-11-22 16:23:00,2013-11-12 09:59:00,0,10.266666666666667,4
11,4,2,0.0,1.0,2013-11-13 10:02:00,2013-11-12 10:07:00,0,0.9965277777777778,3
1,4,1,0.0,1.0,2013-11-20 08:35:00,2013-11-12 10:11:00,0,7.933333333333334,2
1,8,0,0.0,1.0,2013-11-12 11:40:00,2013-11-12 10:46:00,0,0.0375,4
1,8,0,0.0,1.0,2013-11-12 11:05:00,2013-11-12 10:54:00,0,0.007638888888888889,2
1,9,1,0.0,1.0,2013-11-15 15:23:00,2013-11-12 11:09:00,0,3.176388888888889,3
1,6,0,0.0,1.0,2013-12-03 10:52:00,2013-11-12 11:27:00,0,20.975694444444443,4
11,0,3,0.0,2.0,2013-11-13 15:49:00,2013-11-12 11:35:00,1,1.1763888888888892,3
1,2,0,0.0,1.0,2013-11-13 09:50:00,2013-11-12 11:39:00,0,0.9243055555555556,3
1,2,0,0.0,1.0,2013-11-12 14:04:00,2013-11-12 11:41:00,0,0.09930555555555556,4
1,0,2,0.0,1.0,2013-11-13 09:11:00,2013-11-12 11:43:00,0,0.8944444444444445,2
1,2,0,0.0,1.0,2013-11-11 17:17:00,2013-11-11 17:02:00,0,0.010416666666666666,2
1,4,4,0.0,3.0,2013-11-18 10:33:00,2013-11-11 17:06:00,0,6.727083333333334,3
1,6,0,0.0,1.0,2013-11-18 11:25:00,2013-11-11 17:09:00,0,6.761111111111112,2
11,4,0,0.0,1.0,2013-11-21 11:24:00,2013-11-11 17:46:00,0,9.734722222222222,3
1,4,0,0.0,1.0,2013-11-12 08:07:00,2013-11-11 17:57:00,0,0.5902777777777778,3
1,0,0,0.0,1.0,2013-11-12 07:09:00,2013-11-12 02:37:00,0,0.18888888888888888,2
3,4,0,0.0,1.0,2013-11-18 09:44:00,2013-11-12 07:36:00,0,6.088888888888889,4
1,6,8,0.0,2.0,2013-11-19 13:39:00,2013-11-12 08:16:00,0,7.2243055555555555,3
1,6,1,0.0,1.0,2013-11-15 09:05:00,2013-11-12 08:23:00,0,3.029166666666667,3
1,6,0,0.0,1.0,2013-11-18 13:46:00,2013-11-12 08:23:00,0,6.224305555555556,3
1,4,3,0.0,1.0,2013-11-12 11:57:00,2013-11-12 08:24:00,0,0.14791666666666667,3
1,4,2,0.0,1.0,2013-11-12 12:59:00,2013-11-12 08:49:00,0,0.1736111111111111,3
1,4,2,0.0,1.0,2013-11-12 13:00:00,2013-11-12 09:01:00,0,0.16597222222222222,3
1,6,2,0.0,1.0,2013-11-13 12:30:00,2013-11-12 09:10:00,0,1.1388888888888888,3
1,6,0,0.0,1.0,2014-01-24 10:43:00,2013-11-12 09:25:00,0,73.05416666666666,2
1,2,0,0.0,1.0,2013-11-13 09:59:00,2013-11-12 09:28:00,0,1.0215277777777778,4
3,1,0,0.0,1.0,2013-11-13 15:42:00,2013-11-12 09:30:00,0,1.2583333333333333,4
1,3,0,0.0,2.0,2013-11-18 09:30:00,2013-11-12 09:44:00,1,5.990277777777778,2
1,2,0,0.0,1.0,2013-11-14 08:16:00,2013-11-12 09:46:00,0,1.9375,4
1,6,0,0.0,2.0,2013-11-13 09:32:00,2013-11-12 09:54:00,1,0.9847222222222224,3
10,4,0,0.0,1.0,2013-11-21 13:54:00,2013-11-12 10:10:00,0,9.155555555555557,3
1,6,1,0.0,2.0,2013-11-14 09:39:00,2013-11-12 10:12:00,1,1.9770833333333333,3
11,4,1,0.0,1.0,2013-11-12 13:48:00,2013-11-12 10:41:00,0,0.12986111111111112,3
11,6,0,0.0,1.0,2013-11-12 12:13:00,2013-11-12 10:46:00,0,0.060416666666666674,3
11,3,1,0.0,1.0,2013-11-12 14:22:00,2013-11-12 10:47:00,0,0.14930555555555555,3
1,8,0,0.0,1.0,2013-11-12 11:03:00,2013-11-12 10:53:00,0,0.006944444444444444,2
11,5,7,0.0,1.0,2013-11-14 10:25:00,2013-11-12 10:59:00,0,1.9763888888888892,3
11,6,4,0.0,1.0,2013-12-20 09:13:00,2013-11-12 11:04:00,0,37.922916666666666,3
1,4,1,0.0,1.0,2013-11-18 14:44:00,2013-11-12 11:04:00,0,6.152777777777778,4
1,4,1,0.0,1.0,2013-11-14 09:17:00,2013-11-11 17:11:00,0,2.6708333333333334,3
1,6,8,0.0,1.0,2013-11-14 14:58:00,2013-11-11 17:17:00,0,2.9034722222222222,4
1,8,0,0.0,1.0,2013-11-12 08:26:00,2013-11-11 17:36:00,0,0.6180555555555556,3
1,0,0,0.0,1.0,2013-11-12 06:20:00,2013-11-11 20:56:00,0,0.39166666666666666,3
3,1,1,0.0,1.0,2013-11-13 15:48:00,2013-11-12 08:08:00,0,1.3194444444444444,3
3,4,3,0.0,1.0,2013-11-18 12:45:00,2013-11-12 08:28:00,0,6.178472222222222,4
1,2,0,0.0,1.0,2013-11-12 13:23:00,2013-11-12 08:32:00,0,0.20208333333333334,4
1,6,0,0.0,1.0,2013-11-12 08:55:00,2013-11-12 08:40:00,0,0.010416666666666666,3
3,4,0,0.0,1.0,2013-11-12 14:14:00,2013-11-12 08:46:00,0,0.22777777777777775,4
3,1,0,0.0,1.0,2013-11-18 13:58:00,2013-11-12 08:52:00,0,6.2125,2
1,8,0,0.0,1.0,2013-11-12 09:21:00,2013-11-12 09:07:00,0,0.009722222222222222,4
3,1,0,0.0,1.0,2013-11-13 15:26:00,2013-11-12 09:11:00,0,1.2604166666666667,4
1,0,2,0.0,1.0,2013-11-15 15:16:00,2013-11-12 09:16:00,0,3.25,3
3,6,2,0.0,1.0,2013-11-22 10:10:00,2013-11-12 09:16:00,0,10.0375,4
11,6,0,0.0,1.0,2013-11-12 11:45:00,2013-11-12 09:16:00,0,0.10347222222222223,3
1,6,2,0.0,1.0,2013-11-14 09:56:00,2013-11-12 09:19:00,0,2.0256944444444445,3
11,6,0,0.0,1.0,2013-11-12 12:26:00,2013-11-12 09:26:00,0,0.125,4
3,1,3,0.0,1.0,2013-11-15 15:30:00,2013-11-12 09:30:00,0,3.25,4
1,9,0,0.0,1.0,2013-11-12 15:17:00,2013-11-12 09:36:00,0,0.23680555555555555,3
1,3,1,0.0,1.0,2013-11-13 08:17:00,2013-11-12 09:38:00,0,0.94375,3
3,1,0,0.0,1.0,2013-11-14 09:00:00,2013-11-12 09:51:00,0,1.9645833333333331,4
1,4,1,0.0,1.0,2013-11-12 10:29:00,2013-11-12 09:51:00,0,0.026388888888888892,3
1,6,0,0.0,1.0,2013-11-18 07:16:00,2013-11-12 10:35:00,0,5.861805555555557,4
11,5,7,0.0,1.0,2013-11-14 10:31:00,2013-11-12 10:37:00,0,1.9958333333333331,3
1,0,2,1.0,1.0,2013-11-19 11:08:00,2013-11-12 10:38:00,0,7.020833333333332,3
11,0,1,0.0,1.0,2013-11-13 08:43:00,2013-11-12 09:19:00,0,0.975,3
1,4,7,0.0,3.0,2013-11-19 15:20:00,2013-11-12 09:25:00,0,7.246527777777778,3
1,8,0,0.0,1.0,2013-11-12 12:17:00,2013-11-12 09:26:00,0,0.11875,2
1,8,0,0.0,1.0,2013-11-12 12:23:00,2013-11-12 09:37:00,0,0.11527777777777777,3
1,6,1,0.0,1.0,2013-11-12 16:22:00,2013-11-12 09:38:00,0,0.2805555555555556,3
1,6,0,0.0,1.0,2013-11-12 12:09:00,2013-11-12 09:39:00,0,0.10416666666666667,3
1,4,1,0.0,1.0,2013-11-19 12:01:00,2013-11-12 09:42:00,0,7.096527777777778,3
1,2,2,0.0,1.0,2013-11-12 15:58:00,2013-11-12 09:42:00,0,0.2611111111111111,3
1,8,0,0.0,1.0,2013-11-12 09:47:00,2013-11-12 09:45:00,0,0.0013888888888888892,2
1,8,1,0.0,1.0,2013-11-13 16:06:00,2013-11-12 09:51:00,0,1.2604166666666667,3
1,3,0,0.0,1.0,2013-11-12 11:55:00,2013-11-12 09:54:00,0,0.08402777777777777,3
1,6,0,0.0,1.0,2013-11-15 10:33:00,2013-11-12 09:58:00,0,3.024305555555556,3
1,6,0,0.0,1.0,2013-12-03 08:58:00,2013-11-12 10:01:00,0,20.95625,3
1,6,1,0.0,1.0,2013-11-12 15:53:00,2013-11-12 10:06:00,0,0.24097222222222225,3
1,6,0,0.0,1.0,2013-11-12 10:47:00,2013-11-12 10:17:00,0,0.02083333333333333,2
11,6,0,0.0,1.0,2013-11-12 11:39:00,2013-11-12 10:29:00,0,0.04861111111111111,3
1,6,0,0.0,2.0,2013-11-12 12:17:00,2013-11-12 10:31:00,0,0.07361111111111111,3
1,6,0,0.0,1.0,2013-11-12 14:39:00,2013-11-12 10:36:00,0,0.16875,3
1,6,0,0.0,1.0,2013-11-15 09:25:00,2013-11-12 10:41:00,0,2.9472222222222224,4
3,1,1,0.0,2.0,2013-11-13 13:14:00,2013-11-12 10:46:00,0,1.102777777777778,1
11,3,0,0.0,1.0,2013-11-12 11:35:00,2013-11-12 11:00:00,0,0.02430555555555556,3
1,6,2,0.0,1.0,2013-11-14 16:47:00,2013-11-12 11:04:00,0,2.2381944444444444,2
1,4,0,0.0,1.0,2013-11-12 12:14:00,2013-11-12 11:05:00,0,0.04791666666666667,4
3,4,0,0.0,1.0,2013-11-12 12:19:00,2013-11-12 11:10:00,0,0.04791666666666667,4
1,6,4,0.0,1.0,2013-11-22 16:37:00,2013-11-12 11:18:00,0,10.221527777777778,4
1,2,0,0.0,1.0,2013-11-12 16:39:00,2013-11-12 11:30:00,0,0.21458333333333326,3
1,6,1,0.0,1.0,2013-11-13 10:42:00,2013-11-12 11:31:00,0,0.9659722222222222,2
3,1,0,0.0,1.0,2013-11-14 09:08:00,2013-11-12 11:34:00,0,1.8986111111111108,4
3,1,0,0.0,1.0,2013-11-14 09:07:00,2013-11-12 11:34:00,0,1.8979166666666667,4
1,1,4,0.0,1.0,2013-11-20 13:21:00,2013-11-12 11:34:00,0,8.074305555555558,4
3,1,0,0.0,1.0,2013-11-14 09:07:00,2013-11-12 11:34:00,0,1.8979166666666667,4
3,1,0,0.0,1.0,2013-11-14 09:06:00,2013-11-12 11:34:00,0,1.897222222222222,4
1,2,0,0.0,1.0,2013-11-12 14:30:00,2013-11-12 11:36:00,0,0.12083333333333332,2
11,6,0,0.0,1.0,2013-11-12 12:33:00,2013-11-12 11:52:00,0,0.028472222222222218,3
1,8,0,0.0,1.0,2013-11-12 14:12:00,2013-11-12 11:55:00,0,0.09513888888888887,3
1,6,0,0.0,1.0,2013-11-12 14:10:00,2013-11-12 12:06:00,0,0.08611111111111111,3
1,6,0,0.0,1.0,2013-11-13 09:29:00,2013-11-12 10:39:00,0,0.9513888888888888,4
1,7,3,0.0,1.0,2013-12-04 13:32:00,2013-11-12 10:42:00,0,22.118055555555557,4
1,8,0,0.0,1.0,2013-11-12 11:09:00,2013-11-12 10:45:00,0,0.016666666666666666,4
1,2,1,0.0,1.0,2013-11-13 12:45:00,2013-11-12 10:51:00,0,1.0791666666666666,3
1,6,0,0.0,1.0,2013-11-14 14:50:00,2013-11-12 10:57:00,0,2.1618055555555555,4
1,6,0,0.0,1.0,2013-11-15 09:13:00,2013-11-12 10:59:00,0,2.926388888888889,4
1,4,0,0.0,1.0,2013-11-12 12:47:00,2013-11-12 11:04:00,0,0.07152777777777777,3
1,0,2,0.0,1.0,2013-11-13 10:16:00,2013-11-12 11:10:00,0,0.9625,3
1,4,1,0.0,1.0,2013-11-12 13:17:00,2013-11-12 11:10:00,0,0.08819444444444445,3
1,6,1,0.0,1.0,2013-11-19 08:55:00,2013-11-12 11:13:00,0,6.904166666666668,3
11,3,0,0.0,1.0,2013-11-12 11:33:00,2013-11-12 11:16:00,0,0.011805555555555557,3
1,6,0,0.0,1.0,2013-11-12 14:23:00,2013-11-12 11:16:00,0,0.12986111111111112,4
1,4,0,0.0,1.0,2013-11-12 12:50:00,2013-11-12 11:25:00,0,0.059027777777777776,3
1,4,0,0.0,1.0,2013-11-12 15:42:00,2013-11-12 11:29:00,0,0.17569444444444446,2
11,2,0,0.0,1.0,2013-11-13 15:18:00,2013-11-12 11:39:00,0,1.1520833333333331,3
3,2,2,0.0,1.0,2013-11-26 08:42:00,2013-11-12 11:40:00,0,13.876388888888886,4
1,4,0,0.0,1.0,2013-11-12 12:51:00,2013-11-12 11:55:00,0,0.03888888888888889,3
1,6,5,0.0,1.0,2013-11-14 15:21:00,2013-11-12 12:04:00,0,2.136805555555556,3
11,0,3,0.0,1.0,2013-11-14 12:08:00,2013-11-12 12:13:00,0,1.9965277777777777,3
4,8,3,0.0,2.0,2013-11-15 16:07:00,2013-11-12 12:27:00,1,3.1527777777777777,2
1,1,1,0.0,1.0,2013-12-23 14:06:00,2013-11-12 12:51:00,0,41.052083333333336,3
1,4,4,0.0,1.0,2013-11-15 07:17:00,2013-11-12 12:58:00,0,2.7631944444444443,3
1,6,0,0.0,1.0,2013-11-15 13:48:00,2013-11-12 13:16:00,0,3.0222222222222217,4
6,1,0,0.0,1.0,2013-11-14 09:03:00,2013-11-12 13:25:00,0,1.8180555555555555,4
1,6,0,0.0,1.0,2013-11-12 16:27:00,2013-11-12 13:40:00,0,0.11597222222222225,3
11,2,0,0.0,1.0,2013-11-12 13:58:00,2013-11-12 11:15:00,0,0.11319444444444444,3
11,2,2,0.0,1.0,2013-11-12 14:26:00,2013-11-12 11:19:00,0,0.12986111111111112,3
1,6,0,0.0,1.0,2013-11-15 10:28:00,2013-11-12 11:26:00,0,2.9597222222222217,4
11,4,15,0.0,1.0,2014-03-24 11:29:00,2013-11-12 11:30:00,0,131.99930555555557,3
1,3,0,0.0,1.0,2013-11-12 11:49:00,2013-11-12 11:37:00,0,0.008333333333333333,3
1,4,0,1.0,1.0,2013-11-14 08:12:00,2013-11-12 11:38:00,0,1.8569444444444445,3
1,8,1,0.0,1.0,2013-11-12 13:21:00,2013-11-12 11:40:00,0,0.07013888888888889,3
3,1,0,0.0,1.0,2013-11-12 14:27:00,2013-11-12 11:47:00,0,0.1111111111111111,4
1,4,2,0.0,1.0,2013-12-03 11:32:00,2013-11-12 12:02:00,0,20.979166666666668,3
3,4,1,0.0,1.0,2013-11-13 11:09:00,2013-11-12 12:02:00,0,0.9631944444444444,4
1,4,0,0.0,1.0,2013-11-14 09:16:00,2013-11-12 12:04:00,0,1.8833333333333333,4
1,4,1,0.0,1.0,2013-11-15 11:39:00,2013-11-12 12:05:00,0,2.9819444444444443,3
1,4,1,0.0,1.0,2013-11-19 11:16:00,2013-11-12 12:12:00,0,6.961111111111111,2
1,6,0,0.0,1.0,2013-11-12 16:43:00,2013-11-12 12:21:00,0,0.18194444444444444,3
11,8,0,0.0,2.0,2013-11-15 14:29:00,2013-11-12 12:30:00,1,3.082638888888889,3
1,6,1,0.0,1.0,2013-11-12 14:26:00,2013-11-12 12:34:00,0,0.07777777777777778,3
10,6,2,0.0,1.0,2013-11-12 13:52:00,2013-11-12 12:47:00,0,0.04513888888888889,4
11,3,0,0.0,1.0,2013-11-12 13:38:00,2013-11-12 12:52:00,0,0.031944444444444435,3
1,6,0,0.0,1.0,2013-11-12 15:36:00,2013-11-12 12:54:00,0,0.1125,3
11,4,4,0.0,1.0,2013-11-21 15:50:00,2013-11-12 12:59:00,0,9.11875,3
1,6,2,0.0,1.0,2013-12-23 11:33:00,2013-11-12 13:28:00,0,40.920138888888886,4
3,1,6,1.0,1.0,2013-12-04 07:23:00,2013-11-12 13:38:00,0,21.73958333333333,3
1,0,7,0.0,1.0,2013-11-18 10:21:00,2013-11-12 13:39:00,0,5.8625,2
1,8,0,0.0,1.0,2013-11-13 13:08:00,2013-11-12 14:15:00,0,0.9534722222222224,3
11,4,0,0.0,1.0,2013-11-12 15:10:00,2013-11-12 14:22:00,0,0.03333333333333333,4
1,6,0,0.0,1.0,2013-11-12 14:53:00,2013-11-12 14:26:00,0,0.01875,3
11,4,0,0.0,1.0,2013-11-12 15:13:00,2013-11-12 11:48:00,0,0.1423611111111111,4
11,7,0,0.0,1.0,2014-01-15 14:21:00,2013-11-12 11:54:00,0,64.10208333333334,4
1,0,1,0.0,1.0,2013-11-12 14:00:00,2013-11-12 12:00:00,0,0.08333333333333333,3
1,6,1,0.0,1.0,2013-11-19 08:57:00,2013-11-12 12:32:00,0,6.8506944444444455,4
9,8,0,0.0,1.0,2013-11-12 13:26:00,2013-11-12 13:18:00,0,0.005555555555555557,2
1,0,1,0.0,1.0,2013-11-19 12:18:00,2013-11-12 13:28:00,0,6.951388888888888,3
1,6,6,0.0,1.0,2014-02-12 10:38:00,2013-11-12 14:01:00,0,91.85902777777778,2
11,6,0,0.0,1.0,2013-11-12 15:17:00,2013-11-12 14:03:00,0,0.05138888888888889,3
1,8,0,0.0,1.0,2013-11-12 14:30:00,2013-11-12 14:08:00,0,0.015277777777777776,2
1,2,0,0.0,1.0,2013-11-13 11:30:00,2013-11-12 14:20:00,0,0.8819444444444444,4
1,0,0,0.0,1.0,2013-11-15 08:52:00,2013-11-12 14:31:00,0,2.7645833333333334,2
1,6,1,0.0,1.0,2013-11-13 16:11:00,2013-11-12 14:36:00,0,1.0659722222222223,2
1,2,2,0.0,1.0,2013-11-13 10:35:00,2013-11-12 15:13:00,0,0.8069444444444445,3
7,0,0,0.0,1.0,2013-11-14 16:44:00,2013-11-12 15:29:00,0,2.052083333333333,3
11,2,2,0.0,1.0,2013-11-15 09:18:00,2013-11-12 16:11:00,1,2.7131944444444445,3
11,0,3,0.0,1.0,2013-11-14 16:29:00,2013-11-12 17:11:00,0,1.9708333333333332,3
1,6,0,0.0,1.0,2013-11-12 13:48:00,2013-11-12 12:24:00,0,0.05833333333333333,3
1,6,0,0.0,1.0,2013-11-13 09:22:00,2013-11-12 12:57:00,0,0.8506944444444444,3
1,2,5,0.0,1.0,2013-12-04 13:51:00,2013-11-12 12:57:00,0,22.0375,3
1,4,2,0.0,1.0,2013-11-14 08:26:00,2013-11-12 13:09:00,0,1.803472222222222,3
1,6,0,0.0,1.0,2013-11-12 13:43:00,2013-11-12 13:19:00,0,0.016666666666666666,3
1,6,1,0.0,2.0,2013-11-18 09:29:00,2013-11-12 13:35:00,0,5.8291666666666675,4
1,0,0,0.0,1.0,2013-11-12 14:42:00,2013-11-12 13:40:00,0,0.04305555555555556,2
11,3,0,0.0,1.0,2013-11-12 13:51:00,2013-11-12 13:44:00,0,0.004861111111111111,3
1,4,0,0.0,1.0,2013-11-12 17:38:00,2013-11-12 13:45:00,0,0.16180555555555556,3
3,1,2,0.0,1.0,2013-11-20 14:57:00,2013-11-12 13:54:00,0,8.04375,4
11,4,3,0.0,1.0,2013-11-18 11:48:00,2013-11-12 14:11:00,0,5.9006944444444445,3
1,8,1,0.0,1.0,2013-11-26 18:08:00,2013-11-12 14:13:00,0,14.163194444444445,3
1,0,0,1.0,1.0,2013-11-14 16:04:00,2013-11-12 14:15:00,0,2.0756944444444443,3
1,4,0,0.0,1.0,2013-11-26 15:33:00,2013-11-12 14:24:00,0,14.047916666666667,4
1,8,0,0.0,1.0,2013-11-12 16:10:00,2013-11-12 14:26:00,0,0.07222222222222223,3
11,6,1,0.0,1.0,2013-11-25 10:08:00,2013-11-12 14:26:00,0,12.820833333333333,4
11,4,0,0.0,1.0,2013-11-13 09:20:00,2013-11-12 14:40:00,0,0.7777777777777778,3
1,3,0,0.0,1.0,2013-11-12 15:39:00,2013-11-12 14:44:00,0,0.03819444444444445,4
1,6,0,0.0,1.0,2013-11-21 14:46:00,2013-11-12 14:46:00,0,9.0,2
11,6,2,0.0,1.0,2013-11-25 10:07:00,2013-11-12 14:49:00,0,12.804166666666667,4
1,2,0,0.0,1.0,2013-11-22 16:21:00,2013-11-12 14:50:00,0,10.063194444444443,2
1,8,0,0.0,1.0,2013-11-12 15:18:00,2013-11-12 15:04:00,0,0.009722222222222222,3
3,1,1,0.0,1.0,2013-11-20 11:13:00,2013-11-12 15:06:00,0,7.8381944444444445,4
11,3,0,0.0,1.0,2013-11-12 15:44:00,2013-11-12 15:07:00,0,0.025694444444444443,3
11,4,5,0.0,1.0,2013-11-18 16:47:00,2013-11-12 15:08:00,0,6.06875,2
1,6,0,0.0,1.0,2013-11-13 08:54:00,2013-11-12 15:18:00,0,0.7333333333333333,3
11,8,0,0.0,1.0,2013-11-12 16:06:00,2013-11-12 15:29:00,0,0.025694444444444443,3
1,4,0,0.0,1.0,2013-11-13 14:05:00,2013-11-12 15:29:00,0,0.9416666666666668,3
1,8,0,0.0,1.0,2013-11-12 15:35:00,2013-11-12 15:32:00,0,0.0020833333333333333,2
1,6,0,0.0,1.0,2013-11-18 09:41:00,2013-11-12 15:41:00,0,5.75,4
1,9,2,0.0,2.0,2013-11-18 12:59:00,2013-11-12 15:45:00,0,5.884722222222222,4
11,6,1,0.0,1.0,2013-11-13 07:56:00,2013-11-12 13:45:00,0,0.7576388888888889,3
3,1,3,0.0,1.0,2013-12-10 15:06:00,2013-11-12 13:54:00,0,28.05,4
11,8,0,0.0,1.0,2013-11-12 15:02:00,2013-11-12 13:54:00,0,0.04722222222222222,3
1,4,0,0.0,1.0,2013-11-12 15:28:00,2013-11-12 13:56:00,0,0.06388888888888887,4
1,6,1,0.0,1.0,2013-11-18 13:05:00,2013-11-12 13:59:00,0,5.9625,3
1,6,4,0.0,1.0,2013-11-14 13:38:00,2013-11-12 14:02:00,0,1.9833333333333332,4
11,4,4,0.0,1.0,2013-12-03 10:09:00,2013-11-12 14:05:00,0,20.836111111111116,3
1,8,0,0.0,1.0,2013-11-12 14:30:00,2013-11-12 14:08:00,0,0.015277777777777776,2
1,4,0,0.0,1.0,2013-11-12 14:43:00,2013-11-12 14:15:00,0,0.019444444444444445,3
1,4,1,0.0,1.0,2013-11-12 15:03:00,2013-11-12 14:15:00,0,0.03333333333333333,3
1,0,3,0.0,1.0,2013-11-13 10:11:00,2013-11-12 14:23:00,0,0.825,3
11,6,0,0.0,1.0,2013-11-12 15:44:00,2013-11-12 14:35:00,0,0.04791666666666667,3
11,4,3,0.0,1.0,2014-03-24 15:23:00,2013-11-12 14:42:00,0,132.02847222222223,3
7,6,0,1.0,1.0,2013-11-12 14:50:00,2013-11-12 14:45:00,0,0.003472222222222222,1
1,1,0,0.0,1.0,2013-11-20 13:23:00,2013-11-12 14:52:00,0,7.938194444444443,4
10,4,0,0.0,1.0,2013-11-13 10:08:00,2013-11-12 14:56:00,0,0.8,3
1,4,0,0.0,1.0,2013-11-14 07:24:00,2013-11-12 15:01:00,0,1.6826388888888888,3
